genome	dnaG	gyrB	rpoB	u_dnaG	u_gyrB	u_rpoB	n_dnaG	n_gyrB	n_rpoB	rho	ab	filter.min.ab	domain	phylum	class	order	family	genus	species	mgyg	num.anno	redundant	nice_name	nr	nice.species
GUT_GENOME096132	GUT_GENOME096132_00061	GUT_GENOME096132_00727	GUT_GENOME239670_01703	0.129343691278162	7.3376046792958	26.7824738260201	4	352	818	0.513477108372371	11.4164740655314	FALSE	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	MGYG-HGUT-01354	1422	TRUE	Bifidobacterium dentium	FALSE	B. dentium
GUT_GENOME174301	GUT_GENOME092330_00952	GUT_GENOME263846_01148	GUT_GENOME049730_00958	1.35663319441545	7.58012588361277	11.1839675378849	75	469	730	0.760181851181817	6.70690887197104	TRUE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		MGYG-HGUT-02844	1422	TRUE	Collinsella sp.	FALSE	Collinsella sp.
GUT_GENOME012681	GUT_GENOME012681_01925	GUT_GENOME012681_02238	GUT_GENOME012681_02056	0.0466804033545012	0.0713707093430524	0.23731058962871	0	1	15	0.675517476900428	0.118453900775421	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A sp000431815	MGYG-HGUT-00484	1421	TRUE	Butyrivibrio_A sp.	FALSE	Butyrivibrio sp.
GUT_GENOME260369	GUT_GENOME260369_01299	GUT_GENOME260369_01791	GUT_GENOME198459_01478	0.00607357861051825	0.00514398724994334	0.0100052677974919	0	0	0	0.632895161810301	0.0070742778859845	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae			MGYG-HGUT-04236	1421	TRUE	Acutalibacteraceae family microbe	FALSE	
GUT_GENOME024527	GUT_GENOME024527_01140	GUT_GENOME024527_00175	GUT_GENOME024527_01879	0.00656510753912965	0.00682772020858336	0.0171393288348701	0	0	0	0.639386422509718	0.0101773855275277	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella		MGYG-HGUT-00701	1418	TRUE	Prevotella sp.	FALSE	Prevotella sp.
GUT_GENOME001029	GUT_GENOME001029_02180	GUT_GENOME237335_00696	GUT_GENOME237335_02466	0.277548279552683	0.975894672761928	0.885456788390778	1	44	42	0.805722576610061	0.71296658023513	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp900319515	MGYG-HGUT-00190	1417	TRUE	CAG-127 sp900319515 (Lachnospiraceae family)	FALSE	CAG-127 sp.
GUT_GENOME000432	GUT_GENOME000432_00124	GUT_GENOME096173_00798	GUT_GENOME096173_01724	0.0559933619715835	0.0543579642396613	7.24599094810215	2	2	146	0.56469129823353	2.4521140914378	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	MGYG-HGUT-00088	1414	TRUE	Streptococcus lutetiensis	FALSE	S. lutetiensis
GUT_GENOME143202	GUT_GENOME143202_02118	GUT_GENOME113322_01125	GUT_GENOME143202_00683	0.414593294819116	5.31553963910272	8.55665434168289	17	211	286	0.636030163209553	4.76226242520158	FALSE	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	MGYG-HGUT-02453	1414	TRUE	Akkermansia muciniphila_B	FALSE	A. muciniphila B
GUT_GENOME009480	GUT_GENOME009480_00738	GUT_GENOME009480_01433	GUT_GENOME009480_00670	0.00867264452709405	0.0270957482667248	0.679285582878307	0	0	41	0.626396618978017	0.238351325224042	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		MGYG-HGUT-00414	1414	TRUE	Alistipes sp.	FALSE	Alistipes sp.
GUT_GENOME000136	GUT_GENOME000136_01388	GUT_GENOME000136_01090	GUT_GENOME000136_01958	0.26122256035424	0.274080678489021	0.939756300289347	0	0	6	0.824262153712009	0.491686513044203	FALSE	Bacteria	Firmicutes_A	Clostridia	Monoglobales	UBA1381	CAG-41	CAG-41 sp900066215	MGYG-HGUT-00033	1412	TRUE	CAG-41 sp900066215 (Monoglobales order)	FALSE	CAG-41 sp.
GUT_GENOME142411	GUT_GENOME142411_00471	GUT_GENOME142411_00178	GUT_GENOME143202_00683	0.0401179163277119	1.42720594360172	8.55665434168289	1	72	286	0.574627796717482	3.34132606720411	FALSE	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp001580195	MGYG-HGUT-02378	1409	TRUE	Akkermansia sp.	FALSE	Akkermansia sp.
GUT_GENOME095997	GUT_GENOME095997_00374	GUT_GENOME095997_02043	GUT_GENOME095997_01769	0.329000890559581	0.407305541967441	1.38110339449322	20	29	70	0.705608881706417	0.705803275673414	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A crossotus	MGYG-HGUT-01319	1408	TRUE	Butyrivibrio_A crossotus	FALSE	B. crossotus
GUT_GENOME000572	GUT_GENOME140314_00085	GUT_GENOME000572_00660	GUT_GENOME000564_01329	0.0129326825819784	0.0485543699528683	4.65426140566869	0	2	96	0.579506766299701	1.57191615273451	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		MGYG-HGUT-00114	1407	TRUE	Streptococcus sp.	FALSE	Streptococcus sp.
GUT_GENOME076493	GUT_GENOME076493_00912	GUT_GENOME076493_01756	GUT_GENOME268665_00968	0.823177265617756	0.567673692172345	25.9194523654365	33	23	444	0.572754521654704	9.10343444107553	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000187445	MGYG-HGUT-01068	1407	TRUE	Streptococcus sp.	FALSE	Streptococcus sp.
GUT_GENOME129025	GUT_GENOME129025_01241	GUT_GENOME129025_01891	GUT_GENOME129025_01713	0.00430746589457447	0.118038873833004	2.24262419480388	0	0	182	0.513309841751158	0.788323511510486	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter		MGYG-HGUT-02114	1406	TRUE	Oscillibacter sp.	FALSE	Oscillibacter sp.
GUT_GENOME271908	GUT_GENOME271908_00712	GUT_GENOME271908_01781	GUT_GENOME271908_01353	0.422388965906446	0.577083816232465	1.83849485027524	20	20	54	0.665025593538208	0.945989210804717	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002265625	MGYG-HGUT-04390	1405	TRUE	Prevotella sp.	FALSE	Prevotella sp.
GUT_GENOME253944	GUT_GENOME253944_00599	GUT_GENOME253944_00160	GUT_GENOME253944_01947	0.00778513750154329	0.00748939241020387	0.0205370239056894	0	0	0	0.653655834475032	0.0119371846058122	FALSE	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191		MGYG-HGUT-04016	1401	TRUE	UBA1191 sp. (Anaerovoracaceae family)	FALSE	UBA1191 sp.
GUT_GENOME018575	GUT_GENOME018575_01771	GUT_GENOME086787_02079	GUT_GENOME086787_01842	0.161274660696611	0.348316730465843	0.413046642875459	1	8	11	0.732054206719064	0.307546011345971	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C		MGYG-HGUT-00605	1400	TRUE	Ruminococcus_C sp.	FALSE	Ruminococcus sp.
GUT_GENOME141003	GUT_GENOME141003_00923	GUT_GENOME141003_00005	GUT_GENOME141003_00218	0.0969058475555084	0.0747200566814527	0.142538815184632	3	3	5	0.669294256474512	0.104721573140531	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_B	Lactobacillus_B salivarius	MGYG-HGUT-02324	1397	TRUE	Lactobacillus_B salivarius	FALSE	L. salivarius
GUT_GENOME244777	GUT_GENOME257123_02037	GUT_GENOME244777_00485	GUT_GENOME244777_00452	0.052203402421579	0.0507160434432272	0.291158864677139	0	0	9	0.671753086039565	0.131359436847315	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777		MGYG-HGUT-03825	1396	TRUE	UBA1777 sp. (Oscillospiraceae family)	FALSE	UBA1777 sp.
GUT_GENOME095083	GUT_GENOME095083_01070	GUT_GENOME260346_00694	GUT_GENOME260346_00839	0.00337945570223921	0.00928662622202708	0.0306456154103957	0	0	1	0.637537068677406	0.0144372324448873	FALSE	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Massiliomicrobiota	Massiliomicrobiota timonensis	MGYG-HGUT-01257	1396	TRUE	Massiliomicrobiota timonensis	FALSE	M. timonensis
GUT_GENOME194902	GUT_GENOME194902_00272	GUT_GENOME194902_00003	GUT_GENOME001354_01878	0.0150670044107514	0.0825810777377803	0.341872327571165	0	3	22	0.647153874849339	0.146506803239899	FALSE	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus		MGYG-HGUT-03017	1395	TRUE	Duodenibacillus sp.	FALSE	Duodenibacillus sp.
GUT_GENOME277106	GUT_GENOME127509_00182	GUT_GENOME277106_00082	GUT_GENOME169940_01011	0.0800844738092518	1.34913343862656	9.12663059411922	1	71	599	0.549726543073369	3.51861616885168	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83		MGYG-HGUT-04487	1394	TRUE	CAG-83 sp. (Oscillospiraceae family)	FALSE	CAG-83 sp.
GUT_GENOME096172	GUT_GENOME096172_00525	GUT_GENOME141397_00806	GUT_GENOME266481_01479	0.00434290319938278	0.0046726872130323	0.173483595451263	0	0	10	0.650903864747096	0.0608330619545594	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus	MGYG-HGUT-01362	1394	TRUE	Streptococcus anginosus	FALSE	S. anginosus
GUT_GENOME017828	GUT_GENOME000571_01123	GUT_GENOME000571_01153	GUT_GENOME268665_00968	3.59325668272115	3.37971555980406	25.9194523654365	121	119	444	0.806532496358904	10.9641415359872	TRUE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	MGYG-HGUT-00580	1393	FALSE	Streptococcus vestibularis	TRUE	S. vestibularis
GUT_GENOME018318	GUT_GENOME096234_00115	GUT_GENOME018318_00368	GUT_GENOME222123_00431	0.0150623301061894	0.0564804567223247	0.531229525741961	0	0	15	0.581714187948404	0.200924104190158	FALSE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia		MGYG-HGUT-00597	1391	TRUE	Senegalimassilia sp.	FALSE	Senegalimassilia sp.
GUT_GENOME286887	GUT_GENOME286887_01059	GUT_GENOME286887_01756	GUT_GENOME286887_01592	0.00830388709535435	0.0117602554416062	0.0691058070290044	0	0	0	0.670523678916636	0.0297233165219883	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus		MGYG-HGUT-04644	1388	TRUE	Negativibacillus sp.	FALSE	Negativibacillus sp.
GUT_GENOME010079	GUT_GENOME010079_01460	GUT_GENOME234508_00379	GUT_GENOME234508_01051	0.00228569982678016	0.0022417597926805	0.00323803980943022	0	0	0	0.648104351895313	0.00258849980963029	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	Firm-07		MGYG-HGUT-00440	1387	TRUE	Firm-07 sp. (Oscillospirales order)	FALSE	Firm-07 sp.
GUT_GENOME000967	GUT_GENOME000967_01240	GUT_GENOME000967_02066	GUT_GENOME000967_01050	0.0846115399066843	0.071263867479163	0.296160357168833	0	0	4	0.727026379899485	0.150678588184893	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp000436415	MGYG-HGUT-00177	1386	TRUE	Anaerotignum sp.	FALSE	Anaerotignum sp.
GUT_GENOME150819	GUT_GENOME150819_01057	GUT_GENOME150819_01024	GUT_GENOME150819_00965	0.000872309453056441	0.00332183254962281	0.0820349183967101	0	0	0	0.632454247783577	0.0287430201331298	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C		MGYG-HGUT-02573	1380	TRUE	Ruminococcus_C sp.	FALSE	Ruminococcus sp.
GUT_GENOME000308	GUT_GENOME000308_01268	GUT_GENOME000308_02011	GUT_GENOME148443_01599	0.797074610916922	1.75594786385927	8.27931815147616	13	86	519	0.771096894542099	3.61078020875078	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	MGYG-HGUT-00078	1379	TRUE	Lachnospira rogosae	FALSE	L. rogosae
GUT_GENOME266163	GUT_GENOME266163_00869	GUT_GENOME266163_01991	GUT_GENOME266163_00567	0.121122527166541	0.212518367077367	1.59107124958862	1	3	82	0.751369018459725	0.641570714610843	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	MGYG-HGUT-04317	1378	TRUE	Lachnospira sp.	FALSE	Lachnospira sp.
GUT_GENOME093609	GUT_GENOME093609_00439	GUT_GENOME093609_01084	GUT_GENOME093609_00104	0.00498831601695749	0.114169000704274	0.912274258103038	0	0	61	0.606970900856265	0.343810524941423	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium_C		MGYG-HGUT-01225	1377	TRUE	Ruminiclostridium_C sp.	FALSE	Ruminiclostridium sp.
GUT_GENOME261291	GUT_GENOME261291_01424	GUT_GENOME251583_00697	GUT_GENOME261291_00814	0.00355861291721886	0.00500680607076548	0.0341373280475388	0	0	0	0.653305159702483	0.014234249011841	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NK3B98		MGYG-HGUT-04252	1375	TRUE	NK3B98 sp. (Oscillospiraceae family)	FALSE	NK3B98 sp.
GUT_GENOME206546	GUT_GENOME246297_00583	GUT_GENOME263846_01148	GUT_GENOME049730_00958	2.38859127645385	7.58012588361277	11.1839675378849	129	469	730	0.867593120088671	7.05089489931717	TRUE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		MGYG-HGUT-03101	1374	TRUE	Collinsella sp.	FALSE	Collinsella sp.
GUT_GENOME212317	GUT_GENOME155428_00663	GUT_GENOME156655_00039	GUT_GENOME212317_01893	0.249393741059634	4.56562416467452	8.22606505927801	15	108	134	0.668330225616954	4.34702765500405	FALSE	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	MGYG-HGUT-03190	1373	TRUE	Veillonella rogosae	FALSE	V. rogosae
GUT_GENOME007797	GUT_GENOME007797_01179	GUT_GENOME007797_00654	GUT_GENOME007797_00951	0.0923023688672035	0.183709001649581	0.437176132198667	1	3	14	0.712489010690711	0.237729167571817	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	MGYG-HGUT-00362	1372	TRUE	CAG-115 sp003531585 (Ruminococcaceae family)	FALSE	CAG-115 sp.
GUT_GENOME286704	GUT_GENOME286704_00958	GUT_GENOME286704_01620	GUT_GENOME286704_00840	0.003862391307408	0.00768529302123526	0.0145377416001118	0	0	0	0.664183874815705	0.00869514197625169	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales				MGYG-HGUT-04642	1370	TRUE	Lachnospirales order microbe	FALSE	
GUT_GENOME043942	GUT_GENOME084706_00042	GUT_GENOME162798_00130	GUT_GENOME096701_00248	1.42577275896208	2.42818633608163	4.05808818547724	60	120	241	0.851155679786389	2.63734909350698	TRUE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp900317855	MGYG-HGUT-00884	1370	FALSE	CAG-103 sp900317855 (Oscillospiraceae family)	TRUE	CAG-103 sp.
GUT_GENOME000862	GUT_GENOME000862_00335	GUT_GENOME000862_00236	GUT_GENOME000862_00730	0.0370331319680034	0.0884696407358095	0.150804528118816	2	5	6	0.636976040513826	0.092102433607543	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_H	Lactobacillus_H fermentum	MGYG-HGUT-00166	1370	TRUE	Lactobacillus_H fermentum	FALSE	L. fermentum
GUT_GENOME096378	GUT_GENOME207226_01139	GUT_GENOME095685_00677	GUT_GENOME095471_00039	0.0119932416040798	0.01495869237254	0.121105783034094	0	0	7	0.648383128473927	0.0493525723369046	FALSE	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000411415	MGYG-HGUT-01441	1367	TRUE	Pauljensenia sp.	FALSE	Pauljensenia sp.
GUT_GENOME158484	GUT_GENOME158484_00509	GUT_GENOME158484_01191	GUT_GENOME158484_00048	0.00306049018904853	0.00341863308350357	0.0112871662068496	0	0	0	0.6450922609989	0.0059220964931339	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae			MGYG-HGUT-02689	1366	TRUE	Ruminococcaceae family microbe	FALSE	
GUT_GENOME001354	GUT_GENOME001354_01347	GUT_GENOME001354_01148	GUT_GENOME001354_01878	0.0198711102651269	0.0991594759719116	0.341872327571165	0	3	22	0.661819602066943	0.153634304602735	FALSE	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus		MGYG-HGUT-00225	1364	TRUE	Duodenibacillus sp.	FALSE	Duodenibacillus sp.
GUT_GENOME252977	GUT_GENOME252977_01261	GUT_GENOME157833_00216	GUT_GENOME137680_00882	1.72592563604953	0.609361931873073	9.97114548634635	86	34	601	0.564717001392839	4.10214435142298	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp002161445	MGYG-HGUT-03989	1363	TRUE	Alistipes sp.	FALSE	Alistipes sp.
GUT_GENOME008172	GUT_GENOME008172_00112	GUT_GENOME198106_00390	GUT_GENOME008172_01036	0.0100567122770987	0.0084466056838161	0.0349627207397542	0	0	2	0.648474137670878	0.017822012900223	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R		MGYG-HGUT-00379	1362	TRUE	Eubacterium_R sp.	FALSE	Eubacterium sp.
GUT_GENOME001379	GUT_GENOME001379_01202	GUT_GENOME105828_01339	GUT_GENOME001379_01253	0.204537533921851	0.844404409408289	3.46083910970367	0	45	229	0.759415945933284	1.50326035101127	FALSE	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus_A	MGYG-HGUT-00231	1362	TRUE	Coprococcus eutactus_A	FALSE	C. eutactus A
GUT_GENOME260957	GUT_GENOME260957_00980	GUT_GENOME260957_00877	GUT_GENOME260957_01279	0.031083709264964	0.123372987454962	0.377901019231152	1	4	10	0.638622100653252	0.177452571983693	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000436735	MGYG-HGUT-04248	1361	TRUE	CAG-170 sp000436735 (Oscillospiraceae family)	FALSE	CAG-170 sp.
GUT_GENOME123416	GUT_GENOME147678_01490	GUT_GENOME123416_01912	GUT_GENOME247791_01647	27.4285607339671	22.769686498516	53.1687729251033	1424	1342	1679	0.931428125529678	34.4556733858621	TRUE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		MGYG-HGUT-02040	1359	TRUE	Faecalibacterium sp.	FALSE	Faecalibacterium sp.
GUT_GENOME020741	GUT_GENOME020741_01298	GUT_GENOME020741_00247	GUT_GENOME009523_01874	0.0210080300169387	0.0440238936432633	0.118543542196677	0	0	0	0.709750945277558	0.061191821952293	FALSE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA11471	UBA11471	UBA11471 sp000434215	MGYG-HGUT-00653	1357	TRUE	UBA11471 sp000434215 (Bacteroidales order)	FALSE	UBA11471 sp.
GUT_GENOME096284	GUT_GENOME096284_00947	GUT_GENOME096284_00068	GUT_GENOME096284_00562	0.00759065117807854	0.019706875040506	0.174676930998289	0	0	11	0.625752833455441	0.0673248190722912	FALSE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	MGYG-HGUT-01413	1357	TRUE	Enorma massiliensis	FALSE	E. massiliensis
GUT_GENOME125783	GUT_GENOME162597_00519	GUT_GENOME263846_01148	GUT_GENOME196106_01605	1.63722383624425	7.58012588361277	4.99038484318871	91	469	309	0.751543112233692	4.73591152101524	TRUE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		MGYG-HGUT-02069	1356	TRUE	Collinsella sp.	FALSE	Collinsella sp.
GUT_GENOME096055	GUT_GENOME096055_00343	GUT_GENOME096055_00906	GUT_GENOME096055_01716	0.0717057364831593	0.138507525896736	0.120139267139009	3	4	4	0.684062271493707	0.110117509839635	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_B	Lactobacillus_B ruminis	MGYG-HGUT-01334	1354	TRUE	Lactobacillus_B ruminis	FALSE	L. ruminis
GUT_GENOME156224	GUT_GENOME156224_00935	GUT_GENOME156655_00039	GUT_GENOME212317_01893	1.410820363417	4.56562416467452	8.22606505927801	48	108	134	0.70433576861178	4.73416986245651	FALSE	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	MGYG-HGUT-02640	1354	TRUE	Veillonella parvula	FALSE	V. parvula
GUT_GENOME215898	GUT_GENOME081368_00929	GUT_GENOME202124_00132	GUT_GENOME049730_00958	3.20131682739162	3.58315351650662	11.1839675378849	202	205	730	0.851493799252528	5.98947929392771	TRUE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		MGYG-HGUT-03234	1351	TRUE	Collinsella sp.	FALSE	Collinsella sp.
GUT_GENOME251925	GUT_GENOME251925_00186	GUT_GENOME251925_01590	GUT_GENOME251925_00892	0.0067981246432604	0.00629949386974258	0.0131268770222108	0	0	0	0.656024120853066	0.00874149851173793	FALSE	Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-138	RUG472		MGYG-HGUT-03961	1351	TRUE	RUG472 sp. (Christensenellales order)	FALSE	RUG472 sp.
GUT_GENOME096252	GUT_GENOME096252_00686	GUT_GENOME228008_00370	GUT_GENOME228008_00280	0.0969158336430145	0.0769631028393769	0.229301589223574	2	1	13	0.655915694036991	0.134393508568655	FALSE	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister succinatiphilus	MGYG-HGUT-01397	1346	TRUE	Dialister succinatiphilus	FALSE	D. succinatiphilus
GUT_GENOME066545	GUT_GENOME066545_00192	GUT_GENOME066545_00350	GUT_GENOME066545_00632	0.0430426277983836	0.0223681611581047	0.555412701993266	0	0	22	0.656603434621398	0.206941163649918	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000980705	MGYG-HGUT-01021	1346	TRUE	Ruminococcus_C sp.	FALSE	Ruminococcus sp.
GUT_GENOME265887	GUT_GENOME265887_00172	GUT_GENOME265887_01194	GUT_GENOME265887_01649	0.00266825388248726	0.00518154566954747	0.00655944068907323	0	0	0	0.654221398039689	0.00480308008036932	FALSE	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	CAG-145 sp000435615	MGYG-HGUT-04308	1343	TRUE	CAG-145 sp000435615 (Anaerovoracaceae family)	FALSE	CAG-145 sp.
GUT_GENOME263370	GUT_GENOME263370_00279	GUT_GENOME263370_00094	GUT_GENOME263370_00418	0.0118573045613487	0.0125840389904478	0.0196444781803594	0	0	0	0.652615725121417	0.0146952739107186	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	Ruminococcus_D sp000434695	MGYG-HGUT-04282	1342	TRUE	Ruminococcus_D sp.	FALSE	Ruminococcus sp.
GUT_GENOME276476	GUT_GENOME276476_00082	GUT_GENOME276476_01442	GUT_GENOME276476_00775	0.00795300505268161	0.00817646384627119	0.0143524721783972	0	0	0	0.634663189709262	0.0101606470257833	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	QALR01		MGYG-HGUT-04472	1342	TRUE	QALR01 sp. (Oscillospirales order)	FALSE	QALR01 sp.
GUT_GENOME253356	GUT_GENOME126719_00519	GUT_GENOME253356_01070	GUT_GENOME000220_00900	1.55432668756531	2.01763308439119	11.2084619375601	72	107	671	0.653885694104328	4.92680723650553	TRUE	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp000434235	MGYG-HGUT-04006	1341	FALSE	Alistipes sp.	TRUE	Alistipes sp.
GUT_GENOME277097	GUT_GENOME259524_00392	GUT_GENOME277097_01223	GUT_GENOME277097_01140	0.0446105399689559	0.0532091834610618	0.0576626504616033	1	3	3	0.651487397421923	0.0518274579638737	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp003533405	MGYG-HGUT-04486	1341	TRUE	F23-B02 sp003533405 (Oscillospiraceae family)	FALSE	F23-B02 sp.
GUT_GENOME019619	GUT_GENOME019619_01843	GUT_GENOME019619_01895	GUT_GENOME019619_00737	0.00124828949916357	0.00486766141564499	0.00478185304128836	0	0	0	0.66304382701235	0.00363260131869897	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	CAG-390		MGYG-HGUT-00647	1341	TRUE	CAG-390 sp. (Oscillospirales order)	FALSE	CAG-390 sp.
GUT_GENOME001139	GUT_GENOME171643_00939	GUT_GENOME000094_00823	GUT_GENOME075582_00363	0.663874835585693	0.750293137093205	5.19223361050921	23	26	111	0.661511307849291	2.2021338610627	FALSE	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis_B	MGYG-HGUT-00199	1340	TRUE	Streptococcus parasanguinis_B	FALSE	S. parasanguinis B
GUT_GENOME122482	GUT_GENOME122482_00065	GUT_GENOME122482_01251	GUT_GENOME043892_01409	0.00683572014229882	0.029028875821568	0.322435347845268	0	0	4	0.607482443728368	0.119433314603045	FALSE	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170		MGYG-HGUT-02034	1336	TRUE	CAG-170 sp. (Oscillospiraceae family)	FALSE	CAG-170 sp.
GUT_GENOME084084	GUT_GENOME081368_00929	GUT_GENOME029840_01716	GUT_GENOME196106_01605	3.20131682739162	0.120221562856776	4.99038484318871	202	11	309	0.513936636753786	2.77064107781237	FALSE	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		MGYG-HGUT-01124	1336	TRUE	Collinsella sp.	FALSE	Collinsella sp.
